Starters,Andre Drummond,Blake Griffin,Brandon Knight,Braxton Key,Bruce Brown,Cade Cunningham,Carsen Edwards,Cassius Stanley,Cheick Diallo,Chris Smith,Christian Wood,Cory Joseph,Deividas Sirvydis,Delon Wright,Dennis Smith Jr.,Derrick Rose,Derrick Walton,Donta Hall,Frank Jackson,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jahlil Okafor,Jamorko Pickett,Jaysean Paige,Jerami Grant,John Henson,Jordan Bone,Jordan McRae,Josh Jackson,Justin Robinson,Kelly Olynyk,Khyri Thomas,Killian Hayes,Langston Galloway,Louis King,Luka Garza,Luke Kennard,Markieff Morris,Marvin Bagley III,Mason Plumlee,Micah Potter,Reggie Jackson,Rodney McGruder,Saben Lee,Saddiq Bey,Sekou Doumbouya,Svi Mykhailiuk,Thon Maker,Tim Frazier,Tony Snell,Trayvon Palmer,Trey Lyles,Tyler Cook,Wayne Ellington
Donta Hall,-0.0476500237240124,-0.03916724260601421,0.4736476090285922,-0.018278291718357247,-0.04751997227439952,-0.05467617877423418,-0.010092031037059227,-0.01432228444275687,-0.007729800207309018,,0.23929033756393556,-0.058875913761848406,-0.014629929896104149,-0.03433391995804582,-0.025935776419136324,0.14829542207066607,-0.010258262073274594,1.0,-0.061490234226912445,-0.05587226741496683,-0.02234833786705251,-0.09049005532629609,-0.0293844813073014,-0.01605140158627204,,-0.07841734572391539,0.1987253020401906,-0.010416352714007622,0.08609031373200605,-0.06568605496933341,-0.013314049474460701,-0.0374965256503251,0.525772031771348,-0.060858346516648516,0.14497508353812777,-0.015416759542216597,-0.0286083989248443,-0.03299813201815301,-0.04193004494572921,-0.026131660472033927,-0.05080991358138864,-0.008699526802109055,-0.021875683534333716,-0.040313786675660046,-0.048060556420766634,-0.09927010691273579,0.020686040328914457,0.09568416652681964,0.06677901104914283,-0.022282806488891266,0.1594196476313312,,-0.04469759697357577,-0.027104496139115655,-0.03893584313884187
Frank Jackson,-0.31937121204811336,-0.2523063801510677,-0.11519805535073935,0.20430460253584892,-0.3184995505914045,0.12322566723646539,0.14484810793814026,-0.015195841116999296,0.15651616766597282,,-0.32531737791142185,0.2550794700274305,0.05934978223155589,-0.15132407424669175,-0.04556881969966457,-0.3707449283732259,-0.05138557004681963,-0.061490234226912445,1.0,0.31404395929542506,0.10191337499768482,0.39937283338828544,0.07827862532305706,0.14454690460332387,,0.0600180162462829,-0.13192142648000893,-0.0698149325310167,-0.0848374177715576,0.11947541846972044,-0.08259413775383823,-0.023780086755950176,-0.08814203555042696,0.33397147723046106,-0.3621755501255798,-0.10332983692452631,0.14033155733136524,-0.22116785248630272,-0.28103342304950646,-0.11693742063581,-0.03948148452720046,-0.05830801753902368,-0.14662035857959937,-0.0006563576263806205,0.16676144679237,0.32415104040645276,-0.03940489469104148,-0.39446536552629463,-0.2571994817955168,-0.14934907393560307,-0.3206852834205414,,0.2276568175897495,0.265533061808127,-0.08800343165457014
Hamidou Diallo,-0.2901923205942917,-0.238531529154122,-0.1046731507069727,-0.11131620670267431,-0.2894002972329096,0.20848103782750813,-0.06146124759803622,0.42829260931943,0.25543299886989734,,-0.29559522356555906,0.3027724709407543,0.15413124445444648,-0.20909622134570033,-0.0937839290114938,-0.3416176216705919,0.3898964021518174,-0.05587226741496683,0.31404395929542506,1.0,-0.09721238582681932,0.15285867969107494,0.1428196244722422,-0.08874130717504061,,-0.025441458480282005,-0.11986861508536885,-0.06343639163149589,-0.07708636911409161,-0.07244277527219624,0.3171874551196794,0.05028749804362227,-0.08008906524245392,0.13643000586665463,-0.32908590188655695,-0.09388925498783127,0.36315194987284516,-0.20096116973807654,-0.25535720854830046,-0.04309069932238286,-0.17085061809788177,0.18221526436041044,-0.13322460039438752,0.11914981382845835,0.09789892395010812,0.39326676545562483,-0.11574491900323407,-0.3686287921121119,-0.23370082105786716,-0.13570401059645884,-0.2913863337257382,,0.37174983887211216,0.1607859710181456,-0.20373463494123906
Isaiah Livers,-0.11607397242174544,-0.09541018204772217,-0.04186819411201659,0.6094242847367353,-0.11575717114451611,0.1698399390342221,0.3893580203999794,-0.03488863844126885,-0.01882955234787521,,-0.11823507857782815,0.03552858317090937,-0.035638053175547586,-0.08363635874397922,-0.06317874287425197,-0.13664356904885858,-0.02498880663491189,-0.02234833786705251,0.10191337499768482,-0.09721238582681932,1.0,0.009503482110635147,-0.07157968047709898,0.5438553842730324,,0.0033018624120648215,-0.04794622508672139,-0.025373910507658512,-0.030833762465930583,-0.16000918230732042,-0.03243260948769514,0.21760164790143433,-0.03203481033267162,0.37326874387617304,-0.13163100877975756,-0.0375547456660372,0.15852071740281912,-0.08038242096223844,-0.10214028242383608,0.32464072515504155,-0.12377136561267474,-0.02119177610401428,-0.05328848317008284,0.12792894952009048,0.13970459286154877,0.1441546593637303,-0.12957569847211847,-0.14744776209741053,-0.09347794801343114,-0.05428022199634823,-0.11655156551244776,,-0.1088819528921787,-0.06602570768021628,-0.09484650015898839
Isaiah Stewart,-0.4699920078562879,-0.2023751558771045,-0.1695273815952993,0.14176796239474987,-0.4687092563033773,0.2364964478833916,0.018841393053121634,-0.0584638178371496,-0.07624223527784627,,-0.47874248481762977,0.2916801716166186,0.004997994953346769,0.006333539111340664,0.10991270292015129,-0.4639538604118619,-0.10118150657928665,-0.09049005532629609,0.39937283338828544,0.15285867969107494,0.009503482110635147,1.0,0.09992409798632068,0.0811011800280395,,0.21000355548572544,-0.1941377737617264,-0.10274082033937551,-0.12484816043404123,0.2570157721802161,-0.11482761813665018,0.17577458269462526,-0.1297112911311637,0.39299085821843416,-0.5329835864302422,-0.15206191320808454,-0.004440754587078789,-0.32547430432659324,-0.41357347748006984,0.11687104048001613,0.09932239993758112,-0.08580705211826337,-0.21576896765214185,0.23456021936506577,0.26086671932765626,0.48596112478224046,-0.05657428826696241,-0.38231970320901737,-0.3784990516003703,-0.2197845907285363,-0.47192581722762494,,0.1269611198101792,0.2482130805810022,0.11692548135734876
Jahlil Okafor,-0.1526186642237678,0.08377582216952066,-0.05504996275668346,-0.05854369522469429,-0.15220212133524255,-0.1751227956929307,-0.032323851612367796,-0.04587296604397871,-0.02475784249739225,,-0.15546017234058046,0.058193113150166904,0.34093471872276176,0.07784781454708692,0.014282889548343468,-0.06179239107721045,-0.03285627440499145,-0.0293844813073014,0.07827862532305706,0.1428196244722422,-0.07157968047709898,0.09992409798632068,1.0,-0.05141116997559008,,-0.024577983153482964,-0.06304159903065955,-0.03336262425603672,-0.040541454232694805,0.19151367638741693,-0.04264368173183863,-0.12009793931961907,-0.042120639619965004,0.15959572691878288,-0.17307367285924033,-0.049378469602029226,-0.09163008301484106,-0.10568999628749787,-0.13429809578950783,-0.08369731646494585,0.08332563863613857,-0.02786378801418456,-0.0700658119149987,-0.11082224314119368,0.04962751017902214,0.058363380536549485,0.33046151377006516,-0.031366181358904656,-0.12290851482494751,-0.07136978947142743,-0.1532466225681299,,-0.1431623115998948,0.37162900605107574,0.12143895503205583
Jamorko Pickett,-0.08336861363645698,-0.06852711627047256,-0.030071283214969748,0.5929959333849257,-0.08314107525959416,0.15673387913823603,0.08367904165421171,-0.025058308575362242,-0.01352407987669907,,-0.08492079988798978,-0.009819593571445342,-0.025596565913609832,-0.06007072156324902,-0.045377306340330124,-0.09814245757481005,-0.017947883768573585,-0.01605140158627204,0.14454690460332387,-0.08874130717504061,0.5438553842730324,0.0811011800280395,-0.05141116997559008,1.0,,-0.06392220926800318,-0.03443674952432863,-0.01822447959197026,-0.02214594690220909,-0.09843533596236136,-0.02329429787909284,0.045904843970894636,-0.02300858383512469,0.3501075653256493,-0.09454225167433682,-0.026973205244250936,0.20215088476524598,-0.05773362327960144,-0.0733609229050226,0.19537458277439676,-0.08889716569299246,-0.015220716215919628,-0.03827375657083309,-0.009146052009417304,0.23292951655437105,1.99449494433835e-17,-0.09306605190822553,-0.10590242802404817,-0.06713931442911986,-0.038986060021039666,-0.08371163863184129,,-0.06268003024147852,-0.04742210160315309,-0.06812225912105953
Jaysean Paige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerami Grant,-0.40728813386893403,0.035438900101508554,-0.1469099255635615,-0.1520004176153172,-0.40617652031493895,0.08453913876606146,-0.08626154127096185,-0.12241959284672745,-0.06607039526043457,,-0.4148711679896708,0.10301556582293034,-0.01950743638845407,0.44001912140921334,0.1728765811586565,-0.2537015765375987,-0.0876823995043889,-0.07841734572391539,0.0600180162462829,-0.025441458480282005,0.0033018624120648215,0.21000355548572544,-0.024577983153482964,-0.06392220926800318,,1.0,-0.16823692800550882,-0.08903367778326739,-0.10819157226115711,0.2813611119677831,-0.11380171384802677,0.15864452560430925,-0.11240588951183982,-0.026296720164174912,-0.46187570569566383,-0.1317746085631272,-0.09669269447593411,-0.28205122601148946,-0.35839666854941343,0.03222596694027369,0.48464166178049795,-0.0743591242954245,-0.18698220121381046,-0.027298081017100802,-0.07889528014307952,0.16169938783195562,-0.17611309325284444,-0.17334368523402827,-0.32800168900875004,-0.19046208087509583,-0.4089639445145286,,-0.04831480893913706,-0.05905267469153833,0.2982173398335775
John Henson,-0.10222857630174333,-0.08402957934436577,0.7708669664633759,-0.03921432968046925,0.1577763678917882,-0.11730252110856418,-0.02165148900842341,-0.030727093788073152,-0.01658354830769809,,0.5020862856116477,-0.1263126515360977,-0.03138711773441062,-0.07366014708614455,-0.055642731973552274,0.06023184755767424,0.06486604327361138,0.1987253020401906,-0.13192142648000893,-0.11986861508536885,-0.04794622508672139,-0.1941377737617264,-0.06304159903065955,-0.03443674952432863,,-0.16823692800550882,1.0,0.3011003311192982,0.4746046170845973,-0.14092315926821025,-0.02856402192931541,-0.08044521563507313,0.2167997997880796,-0.13056577172992953,0.26129528971521226,-0.033075185614081896,-0.061376588379018014,-0.07079434160140416,-0.052450508179406226,-0.056062982506142126,-0.10900781828619374,-0.01866400412787828,0.14547678946167023,-0.086489380174392,-0.10310933500519275,-0.2129745361259241,0.14803040584203242,0.13023221921336006,0.2000909984459526,-0.04780563377177649,0.2684653894083532,,-0.09589442660476781,-0.05815010854405026,-0.08353313388144164
Jordan Bone,0.0006218505802238527,-0.044469799706309425,-0.019514376414196483,-0.020752851556724794,0.2406854775600572,-0.062078373585155194,-0.011458314882216615,-0.016261270340444896,-0.008776279465127273,,0.13198771315406735,-0.06684667896721716,-0.016610565587713826,-0.03898213001678875,-0.029447025265176913,0.09519984685051544,-0.01164705068268715,-0.010416352714007622,-0.0698149325310167,-0.06343639163149589,-0.025373910507658512,-0.10274082033937551,-0.03336262425603672,-0.01822447959197026,,-0.08903367778326739,0.3011003311192982,1.0,-0.014371330309023229,-0.07457879374779758,-0.015116538056172654,-0.04257289700287469,-0.01493112756467619,-0.06909749831704932,0.16460216493146898,-0.017503918155766074,-0.03248147394247946,-0.0001695271485904317,0.03141123784548349,-0.02966942858025425,-0.057688683954287064,-0.009877290018114668,0.06231103845218289,-0.0457715657163521,-0.05456711209680853,-0.11270953678407314,0.061232835557407994,0.04170900774512632,0.2406901305926535,0.012954043272698485,0.12217080153456296,,-0.0507488669744405,-0.0307739691193331,-0.044207072813308185
Jordan McRae,-0.06574222753130125,-0.054038625250057586,0.5227426548116152,-0.02521836337357757,0.05196942392022413,-0.07543613842329294,-0.013923867163930783,-0.019760302493390846,-0.010664722581120594,,0.4558524026518645,-0.08123046781809162,-0.020184757631337272,-0.04737014174424965,-0.03578331302463903,-0.07739248015445852,-0.014153214344719866,0.08609031373200605,-0.0848374177715576,-0.07708636911409161,-0.030833762465930583,-0.12484816043404123,-0.040541454232694805,-0.02214594690220909,,-0.10819157226115711,0.4746046170845973,-0.014371330309023229,1.0,-0.090626346724174,-0.018369251503056527,-0.051733554955077345,0.4214890689174475,-0.08396560906348613,0.20019239401870495,-0.021270338069296887,-0.039470701679326835,-0.045527169426195,-0.05785043405614692,-0.0360535721550423,-0.07010189373379226,-0.01200264398086107,-0.030181646343906535,-0.055620499826613747,-0.06630863509733666,-0.13696190359764449,0.071697765508402,0.15996101313080666,0.14901918082893142,-0.03074334952514241,0.13542120850718098,,-0.06166879595609504,-0.03739578310852024,-0.0537193658828518
Josh Jackson,-0.3411636864611821,-0.012427179687801541,-0.12305865949713964,-0.13086854732677008,-0.34023254669435765,-0.159959761004402,-0.07225672189432143,-0.052243916782330674,-0.04732284728933606,,-0.3475155922989896,0.018884449197490705,0.0892817044092907,0.40278977653521053,0.25529507266672075,-0.2679223523321695,-0.07344689954140876,-0.06568605496933341,0.11947541846972044,-0.07244277527219624,-0.16000918230732042,0.2570157721802161,0.19151367638741693,-0.09843533596236136,,0.2813611119677831,-0.14092315926821025,-0.07457879374779758,-0.090626346724174,1.0,0.09395646875944143,-0.06517130639574939,-0.09415645695719772,0.06150813058025108,-0.38688880263990416,-0.11038060650655465,-0.0641629400940212,-0.23625936538564,-0.30020989685172533,-0.1870969397964513,0.4934125592239754,0.0618353450510429,-0.1566250812729505,-0.08321494755599447,0.2005692717635551,0.23933649188864625,0.01946210712567399,-0.0989418414769365,-0.27474963320126994,-0.15953999205713607,-0.34256742423333647,,0.025572442392591203,0.2202787104067089,0.26958798521558147
Justin Robinson,-0.06915121029195934,-0.056840732035980016,-0.024943027581282615,-0.02652603074690485,-0.06896247554561287,0.07455517259152648,-0.014645872257246733,0.4942706505546487,-0.011217728720271157,,-0.07043869191376116,-0.08544257432604703,-0.021231413538463813,-0.049826462478121974,-0.037638812933919644,-0.08140557250861591,0.5805973662624028,-0.013314049474460701,-0.08259413775383823,0.3171874551196794,-0.03243260948769514,-0.11482761813665018,-0.04264368173183863,-0.02329429787909284,,-0.11380171384802677,-0.02856402192931541,-0.015116538056172654,-0.018369251503056527,0.09395646875944143,1.0,-0.05441613514154056,-0.01908477723092556,0.03524356961274124,-0.07841933362975433,-0.022373285421621966,0.3846578156664707,-0.04788792508573787,-0.06085019752324421,-0.03792308602081705,-0.07373694165050922,0.8470791520651636,-0.031746678682150385,0.05894089181864843,0.06292961343990268,0.13761947882778924,-0.07719488001337965,-0.08784218366224075,-0.055689601259193464,-0.032337508294499606,-0.06943573695681016,,0.16314182669850888,-0.03933489568084015,-0.05650491786496176
Kelly Olynyk,-0.19475142671185752,-0.16008127135615213,-0.07024736353071227,0.10014350842296549,-0.1942198906625839,0.32376807349940734,0.1489965502649664,-0.05853691375172022,-0.0315926310402323,,-0.19837737746026177,0.2630340466343134,-0.05979429803567822,-0.140326895431755,-0.10600266412797546,-0.2292635417574454,-0.04192676137845443,-0.0374965256503251,-0.023780086755950176,0.05028749804362227,0.21760164790143433,0.17577458269462526,-0.12009793931961907,0.045904843970894636,,0.15864452560430925,-0.08044521563507313,-0.04257289700287469,-0.051733554955077345,-0.06517130639574939,-0.05441613514154056,1.0,-0.05374869909735908,0.2224843396527007,-0.22085335949591633,-0.06301016623853832,-0.005528538057490121,-0.13486736809583252,-0.1713731796351234,0.2561022370514906,-0.20766627984059197,-0.03555602125702599,-0.08940857203522583,0.3252437268539588,-0.1057007858626651,0.34049345384913643,-0.21740491531504577,-0.24739105102395562,-0.15683932721425517,-0.09107253293284169,-0.19555274275077153,,0.12384688248682843,-0.11077936338442412,-0.15913551366601578
Khyri Thomas,-0.04087098895223308,-0.0561435573241083,0.35244418017082035,-0.02620067818403907,0.1109132993163676,-0.07837455416897393,-0.014466234673329055,-0.02053001294251519,-0.011080138712045016,,0.3572715576249275,-0.084394586377904,-0.020971001610501007,-0.049215320637095376,-0.037177157574770026,0.06212294299602155,-0.014704515468448648,0.525772031771348,-0.08814203555042696,-0.08008906524245392,-0.03203481033267162,-0.1297112911311637,-0.042120639619965004,-0.02300858383512469,,-0.11240588951183982,0.2167997997880796,-0.01493112756467619,0.4214890689174475,-0.09415645695719772,-0.01908477723092556,-0.05374869909735908,1.0,-0.08723626783426515,0.18313456616075524,-0.02209886797028504,-0.041008178725895794,-0.030681784720441793,-0.02489413675649196,-0.037457943936561135,-0.07283252805117432,-0.01247017531001346,-0.03135729274762177,-0.05778704965126256,-0.06889151303246259,-0.14229689319946498,0.03401261205262041,0.1741869899172902,0.15525502507723157,-0.031940875594315646,0.18420161901457066,,-0.06407094119897272,-0.038852437176515583,-0.0558118620505696
Killian Hayes,-0.3160892804301498,-0.21680897460771173,-0.11401425378716389,0.3628692034651633,-0.3152265763659264,0.36451350216115136,0.1366640566881805,0.008516652319381545,-0.0512760916877752,,-0.32197434213310716,0.1737233363278941,0.02406926589285536,-0.16257948088348642,-0.13220635457563457,-0.32817754001337807,-0.06804879460261926,-0.060858346516648516,0.33397147723046106,0.13643000586665463,0.37326874387617304,0.39299085821843416,0.15959572691878288,0.3501075653256493,,-0.026296720164174912,-0.13056577172992953,-0.06909749831704932,-0.08396560906348613,0.06150813058025108,0.03524356961274124,0.2224843396527007,-0.08723626783426515,1.0,-0.35845375133980967,-0.10226799588786298,0.11605449556799458,-0.21889508105115346,-0.27814545931947626,0.1737708867740758,-0.22687362591063154,0.04994092265389246,-0.1451136542414918,0.0758788898974503,0.177458371866789,0.30814415880267954,-0.08545604289944804,-0.35247469647714424,-0.254556441096841,-0.1478143286944163,-0.3173898481046152,,0.22728785548676447,0.23835759390953498,-0.20207775891812194
Langston Galloway,0.6423822189463704,0.25015350883109155,0.2533605284158047,-0.10765856467586041,0.6175127537520922,-0.3220409773241016,-0.0594417461355453,-0.08435780595612408,-0.045528280671562074,,0.6610221912469016,-0.346777284619791,-0.08616982802288868,-0.20222571120619467,-0.15276090928311306,0.4932548863122605,-0.030969028179915287,0.14497508353812777,-0.3621755501255798,-0.32908590188655695,-0.13163100877975756,-0.5329835864302422,-0.17307367285924033,-0.09454225167433682,,-0.46187570569566383,0.26129528971521226,0.16460216493146898,0.20019239401870495,-0.38688880263990416,-0.07841933362975433,-0.22085335949591633,0.18313456616075524,-0.35845375133980967,1.0,0.2618166275633279,-0.16850257197886412,0.4855318246524727,0.5846473153623406,-0.1539146602081331,-0.2992687966558201,-0.051239939886374285,0.2780384564863279,-0.2374469385337316,-0.2830751692504431,-0.5846978147695782,0.07562623714027893,0.38338404407072435,0.5421841651833669,0.24600773748828772,0.5935932281596527,,-0.2632674436310907,-0.15964463176112675,-0.22933089433966572
