Starters,Aaron Holiday,Ahmad Caver,Alize Johnson,Amida Brimah,Brad Wanamaker,Brian Bowen,Buddy Hield,Caris LeVert,Cassius Stanley,Chris Duarte,DeJon Jarreau,Domantas Sabonis,Doug McDermott,Duane Washington Jr.,Edmond Sumner,Gabe York,Goga Bitadze,Isaiah Jackson,JaKarr Sampson,Jalen Lecque,Jalen Smith,Jeremy Lamb,Justin Anderson,Justin Holiday,Keifer Sykes,Kelan Martin,Lance Stephenson,Malcolm Brogdon,Myles Turner,Nate Hinton,Naz Mitrou-Long,Oshae Brissett,Reggie Perry,T.J. Leaf,T.J. McConnell,T.J. Warren,Terry Taylor,Torrey Craig,Tristan Thompson,Tyrese Haliburton,Victor Oladipo
Jalen Smith,-0.25094087109567914,-0.02038675776014016,-0.050041753340172454,-0.03376939737694024,-0.07428111252447346,-0.04028764254347428,0.8082111018533066,-0.19049129112790786,-0.06563811051340385,-0.017175917105156462,,-0.4373084944651674,-0.2961612271195624,0.41442167050731965,-0.17116053980897208,-0.023078914589610977,0.28173163893128494,0.4724524590181635,-0.12982578589670118,-0.028327757447784915,1.0,-0.2374849892910622,0.42540523022639415,-0.4312984866201711,0.19086782545951847,-0.13042113080243425,0.30941349910633964,-0.11807273759612837,-0.33400978008244775,,-0.023477352128950194,0.40039597475461763,-0.020386757760140168,-0.07197190787768896,-0.32317831915075307,-0.18651205313572447,0.5139304081457783,-0.1131223398098372,0.19950096034134263,0.8287123176289506,-0.11651155450782959
Jeremy Lamb,0.11977726498605627,-0.050211132503938556,-0.09477113226611339,-0.08317162082471542,0.1094851798425033,-0.09922559446783719,-0.253571805503367,-0.16113958588386565,-0.13250777804612773,-0.025416901391926233,,0.22476740337788234,0.07662071508453608,-0.20498304719366606,-0.08780857461951158,-0.05684172305081975,-0.017833114872878867,-0.11815361492937848,-0.166976429886748,-0.06976924920995288,-0.2374849892910622,1.0,-0.13487924362883458,0.04315788832329454,-0.11301272569202647,-0.22083213674178562,-0.1430892119883372,0.08811669291654849,0.1673978028526221,,-0.057823046335163684,-0.28128633306172873,-0.050211132503938556,-0.04301733447119529,0.11219368406972396,0.17626043046552708,-0.19812338182403827,0.05451918020774646,-0.07539605414280054,-0.25234808222043564,-0.20260074582754722
Justin Anderson,-0.14252149152662216,-0.011578628505913182,-0.02842113878663232,-0.01917927861293536,-0.042187846495552794,-0.022881306183073262,0.3328079809525443,-0.1081892432103258,-0.03727906646101005,-0.0875356875753704,,-0.22492313824112423,-0.16820432493573795,0.17184161875621398,-0.09721037197952297,-0.013107634941112285,0.264692017800825,-0.03370116178925306,-0.0737343604643778,-0.01608870737331318,0.42540523022639415,-0.13487924362883458,1.0,-0.23705039763633046,0.40017167971012374,-0.07407248571104395,0.2761703092204551,-0.19301602365453582,-0.17948160357156165,,-0.013333926944239871,0.25291688930511086,-0.011578628505913189,-0.04087633717838599,-0.18782914386414984,-0.10592924095836444,0.418445212259023,-0.002898506308560508,-0.017386242018395552,0.3045466708264115,-0.06617256270784952
Justin Holiday,0.12728981781255938,-0.014800040979167163,0.030637787806392237,-0.025645110085818098,-0.0774683245251832,0.07139069792884262,-0.46051388885513267,0.09916525662535743,0.013663109090916056,0.005330409600680934,,0.28054117881640017,0.24274990573975688,-0.20194858365681498,0.11034722558287706,-0.10323073134805541,-0.13306063888598502,-0.24208902436266294,0.16915423061486326,0.027957873826192227,-0.4312984866201711,0.04315788832329454,-0.23705039763633046,1.0,-0.09553448487439165,0.10964272849886475,-0.182550551067848,-0.01496887261853517,0.11804378209939745,,0.12657951890928026,-0.2628415175092856,0.007025335907832494,3.543104056060044e-05,0.19864763291395313,-0.09439169033912352,-0.2907902852292389,0.0901482165572042,-0.1369274081111205,-0.4582914747078398,0.015962384011479328
Keifer Sykes,-0.2176552035854905,0.3943217012727337,-0.04340404161136939,-0.02929010738244712,-0.06442820812121342,-0.03494374990208739,0.23890585753647445,-0.12639133301948755,-0.056931643874443535,0.13357500384343998,,-0.10135245259116868,-0.2568773747432289,0.4272394457615717,-0.1484572121522605,-0.020017647311101644,0.1960364117574829,0.1020828741493933,-0.11260524336515453,-0.02457026544738166,0.19086782545951847,-0.11301272569202647,0.40017167971012374,-0.09553448487439165,1.0,-0.11312161965768561,0.5571309175822747,-0.30045212644579933,-0.1585300110450784,,-0.02036323471327461,0.1312545469774054,-0.017682587501019444,-0.0624253043880674,-0.28684789998428706,-0.16177244750587363,0.20399987234482364,0.27016581438723614,0.08366877570258287,0.18250254697180543,-0.1010570578070345
Kelan Martin,-0.15351385030897088,-0.02757476461810627,-0.06768558226215478,0.19415467340242692,0.2413918105609797,-0.05449234612120437,-0.1392556292171881,0.34422817859382077,0.31454097734100867,0.13226557688305576,,0.046596104218051715,0.022185061832113055,-0.16170788430196262,0.013103487022143945,-0.031216127887396153,-0.012724852420626626,-0.11292262124114055,0.1355830171526482,-0.038315619039175054,-0.13042113080243425,-0.22083213674178562,-0.07407248571104395,0.10964272849886475,-0.11312161965768561,1.0,-0.14885470901571723,-0.05586506471654719,-0.06282517630543796,,-0.03175504739051487,0.2494407124752784,-0.02757476461810627,-0.09734791780984296,0.24530973898100433,-0.2470845160449315,-0.1387308493033676,0.06951385842842611,-0.04140572702594672,-0.13858358937658338,-0.14893923683088456
Lance Stephenson,-0.28640857595141106,0.41277661199951654,-0.05711459934641689,-0.03854232660959831,-0.0847799227177676,-0.045981853330366605,0.3859130662203988,-0.0901034300425926,-0.07491532837278429,0.14886072323337485,,-0.26406356259750274,-0.33802032702355134,0.44714186875258494,-0.19535218098079915,0.12380382073959373,0.22301484394864357,0.2993816418781088,-0.14817521872022868,-0.03233157131834295,0.30941349910633964,-0.1430892119883372,0.2761703092204551,-0.182550551067848,0.5571309175822747,-0.14885470901571723,1.0,-0.35598754902835444,-0.2756261388853628,,-0.026795615082561293,0.3560978326586731,0.04940593572670654,-0.08214433764317146,-0.3294775058128059,-0.21287346020254003,0.5458978031765741,0.24276645878377714,0.18782860706659538,0.38924911176346294,-0.13297916860960185
Malcolm Brogdon,0.0025146258483845574,-0.07526000371410585,-0.055160403745753143,-0.011671040070501095,0.005141445139193128,0.05098111725235399,-0.1844320771791001,-0.1699330204097145,0.045929767326997835,-0.1573001149206875,,0.17050781496657139,0.09138541198689949,-0.3438676072394503,0.05319397006005606,-0.0851984027164755,-0.18766548963601706,-0.17345111722881149,-0.06747643168398168,0.0352850545503399,-0.11807273759612837,0.08811669291654849,-0.19301602365453582,-0.01496887261853517,-0.30045212644579933,-0.05586506471654719,-0.35598754902835444,1.0,0.13128262814941344,,-0.0866692795985826,-0.27700091104681185,-0.07526000371410585,-0.00805516173399758,0.06433294062710603,0.06080698309571056,-0.31446170963619097,-0.23005016101190628,-0.11300894904871944,-0.209626290704968,0.147458961856528
Myles Turner,0.12972030700656675,0.047878681892781445,-0.046241699902331006,-0.11697638180708979,0.12453864179404053,-0.11725335909460931,-0.3566350161503717,-0.1469830168208234,-0.15149207989373623,0.020777993221895004,,0.24240891273375745,-0.025406732176534344,-0.33690078307392435,0.002452229385687596,-0.07994480607969201,-0.34100080412358613,-0.32257377965288797,-0.06771297077986414,0.0006662922154554065,-0.33400978008244775,0.1673978028526221,-0.17948160357156165,0.11804378209939745,-0.1585300110450784,-0.06282517630543796,-0.2756261388853628,0.13128262814941344,1.0,,0.016147862079289328,-0.43010227916047805,-0.07061923945338948,-0.07820370928740959,0.067955493640562,0.16821519544340804,-0.35529104970468595,-0.034969113579384446,-0.10604046823547549,-0.3549139156048853,0.21881902924490235
Nate Hinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naz Mitrou-Long,0.21493286191378266,-0.0049637850464038045,0.32180644768899014,-0.008222201474991746,-0.018086028191305913,-0.009809269328895212,-0.025067666742001823,-0.046380980904163226,-0.015981622741290384,-0.037526753431237236,,0.007472899067767633,-0.006767868883470918,-0.031002167280970105,-0.041674313200469264,-0.005619273671418459,0.018163964603190922,-0.02430148369165423,-0.03161009230862793,-0.006897266376137187,-0.023477352128950194,-0.057823046335163684,-0.013333926944239871,0.12657951890928026,-0.02036323471327461,-0.03175504739051487,-0.026795615082561293,-0.0866692795985826,0.016147862079289328,,1.0,-0.044314239190040086,-0.004963785046403805,0.017195955251398828,-0.0805227920660509,0.0874169911129295,-0.024973200126422252,-0.02754312310808656,-0.007453522504845484,-0.024946691591077378,-0.028368331973315668
Oshae Brissett,-0.3294171739498032,0.0434941236511384,-0.09445538043751064,0.201466449884276,0.05629401174206108,-0.07604419008874776,0.4230307096589373,0.21912749864400002,0.17884878912053448,0.17496169090808303,,-0.2960746671011783,-0.22554795866913555,0.3687976964122721,-0.03716377834484463,0.20003751139304743,0.15463394952743856,0.3102284081018141,-0.07581244828067933,-0.053469531502687115,0.40039597475461763,-0.28128633306172873,0.25291688930511086,-0.2628415175092856,0.1312545469774054,0.2494407124752784,0.3560978326586731,-0.27700091104681185,-0.43010227916047805,,-0.044314239190040086,1.0,-0.01798695305694197,-0.1358492356010871,-0.1558519904343262,-0.35204735564238204,0.3305199438722177,0.0066509821442994254,0.1549758683679741,0.47108905723834776,-0.21991921689059016
Reggie Perry,-0.053056091531731665,-0.004310344827586206,-0.01058026073645141,-0.007139818357923965,-0.01570515591170745,-0.008517962183885413,-0.021767720936933667,0.23079363784507373,-0.013877777598218588,0.0939582447812113,,-0.09245954797495402,-0.0626169707054788,0.1985209933085646,-0.03618824317886011,-0.004879543932293705,-0.045445421117622425,-0.021102399389530544,-0.02744889164383307,-0.00598929973214813,-0.020386757760140168,-0.050211132503938556,-0.011578628505913189,0.007025335907832494,-0.017682587501019444,-0.02757476461810627,0.04940593572670654,-0.07526000371410585,-0.07061923945338948,,-0.004963785046403805,-0.01798695305694197,1.0,-0.015216923872939304,-0.06992264915584075,-0.03943399303482609,0.31198752195172996,0.06077467029736098,-0.006472329457403456,-0.021662671139011526,-0.024633881573300192
T.J. Leaf,0.1921203339554716,-0.015216923872939304,0.29479913112439854,-0.0252058888012413,-0.05544432556569403,0.2479679564443507,-0.07684715855325192,-0.14218501586450227,-0.048993083775140445,-0.11504159523898258,,-0.03259079627321518,0.09832616162216293,-0.09503989697386958,-0.044924267077041245,-0.017226382464151275,0.047549682601300144,-0.07449835637086849,0.1554140843090863,-0.021144182593704822,-0.07197190787768896,-0.04301733447119529,-0.04087633717838599,3.543104056060044e-05,-0.0624253043880674,-0.09734791780984296,-0.08214433764317146,-0.00805516173399758,-0.07820370928740959,,0.017195955251398828,-0.1358492356010871,-0.015216923872939304,1.0,0.045856470538539654,0.21590090346666935,-0.07655756275400397,-0.08443588987851047,-0.022849435155062697,-0.076476298484791,-0.04477399963931145
T.J. McConnell,0.25560434967960777,-0.06992264915584075,-0.01712962643885227,0.00456210584238669,-0.04778908216231862,-0.0349614750815564,-0.2886634882094105,0.06307828684190535,0.0427413401433798,-0.2118153881405554,,0.1505336557783961,0.3330688977619783,-0.3540612541012404,0.23743462898610698,0.09239401037720098,-0.06107712938507982,-0.26116569025241615,0.18951474623960587,-0.04215376477196807,-0.32317831915075307,0.11219368406972396,-0.18782914386414984,0.19864763291395313,-0.28684789998428706,0.24530973898100433,-0.3294775058128059,0.06433294062710603,0.067955493640562,,-0.0805227920660509,-0.1558519904343262,-0.06992264915584075,0.045856470538539654,1.0,0.020301536149127584,-0.29581221344454317,-0.15514838560790675,-0.10499448187408014,-0.2818472201028697,-0.09813642241440143
T.J. Warren,0.3514022990818604,-0.039433993034826094,0.06858609563335037,-0.06531995899594098,-0.14368154604928607,0.03751310378334553,-0.19914605214817063,-0.3684662532371851,-0.10878752407311577,-0.29812526521452837,,-0.028998947558907664,0.1635534703302517,-0.24629173850064315,-0.13556681363213519,-0.044641417133893885,-0.16533091945832762,-0.19305923396640878,0.1425709899713837,-0.054794224909675567,-0.18651205313572447,0.17626043046552708,-0.10592924095836444,-0.09439169033912352,-0.16177244750587363,-0.2470845160449315,-0.21287346020254003,0.06080698309571056,0.16821519544340804,,0.0874169911129295,-0.35204735564238204,-0.03943399303482609,0.21590090346666935,0.020301536149127584,1.0,-0.19839557729360638,-0.21881191764912025,-0.05921331238022465,-0.19818498449227012,0.29840066114725006
Terry Taylor,-0.2669294458485149,-0.021685690050415336,-0.05323013915611735,-0.03592099799887945,-0.07901389724437873,-0.04285454996516833,0.6158881894961807,-0.006272480990440574,-0.06982021059138725,0.029253392732081145,,-0.4353689753227223,-0.3150309947186686,0.5277582788939876,-0.18206594981062965,0.15532498485739962,0.1748643729899974,0.40457232714301866,-0.13809757228841904,-0.030132646645612795,0.5139304081457783,-0.19812338182403827,0.418445212259023,-0.2907902852292389,0.20399987234482364,-0.1387308493033676,0.5458978031765741,-0.31446170963619097,-0.35529104970468595,,-0.024973200126422252,0.3305199438722177,0.31198752195172996,-0.07655756275400397,-0.29581221344454317,-0.19839557729360638,1.0,0.132109601067658,0.30146196980768813,0.5787512430816576,-0.12393503116463635
Torrey Craig,-0.2943984171415943,-0.023917304459128888,-0.058707905611436816,-0.039617528592248076,0.2246866018625237,-0.047264593222213463,-0.12078504849495927,0.21486511361747668,-0.07700521543157997,0.5046384479618085,,-0.11880498647836656,-0.3474499634197397,0.21652973633902564,-0.20080185334835177,-0.02707568478128434,0.04065886562189968,0.11241978030244164,-0.15230881165459717,-0.03323351400425772,-0.1131223398098372,0.05451918020774646,-0.002898506308560508,0.0901482165572042,0.27016581438723614,0.06951385842842611,0.24276645878377714,-0.23005016101190628,-0.034969113579384446,,-0.02754312310808656,0.0066509821442994254,0.06077467029736098,-0.08443588987851047,-0.15514838560790675,-0.21881191764912025,0.132109601067658,1.0,-0.03591375641266163,-0.1202021466388958,-0.13668884257890918
Tristan Thompson,-0.07966798895480086,-0.006472329457403453,-0.015887112509718124,-0.010721011549412286,-0.023582554831786312,-0.012790405353875968,0.31376590537332893,-0.06047662945976453,-0.0208385993105206,-0.02818248914128073,,-0.13883544818654864,-0.09402441805506205,0.037854252501036904,-0.054339557902466126,-0.0073270276961494895,0.014072532395600173,-0.012828560870360927,-0.04121671863059388,-0.008993415291859428,0.19950096034134263,-0.07539605414280054,-0.017386242018395552,-0.1369274081111205,0.08366877570258287,-0.04140572702594672,0.18782860706659538,-0.11300894904871944,-0.10604046823547549,,-0.007453522504845484,0.1549758683679741,-0.006472329457403456,-0.022849435155062697,-0.10499448187408014,-0.05921331238022465,0.30146196980768813,-0.03591375641266163,1.0,0.30020065066172824,-0.0369897545868377
Tyrese Haliburton,-0.2666461057633819,-0.02166267113901152,-0.053173636464508324,-0.035882868602556316,-0.07893002562691537,-0.042809060746858696,0.8817487508017509,-0.20241326468388868,-0.06974609788212774,0.004445515883771002,,-0.46467762129479634,-0.3146965958344263,0.4773040840018182,-0.18187269057107594,0.21145959886455284,0.2865311225259911,0.5610231629648672,-0.13795098457208643,-0.030100661464514792,0.8287123176289506,-0.25234808222043564,0.3045466708264115,-0.4582914747078398,0.18250254697180543,-0.13858358937658338,0.38924911176346294,-0.209626290704968,-0.3549139156048853,,-0.024946691591077378,0.47108905723834776,-0.021662671139011526,-0.076476298484791,-0.2818472201028697,-0.19818498449227012,0.5787512430816576,-0.1202021466388958,0.30020065066172824,1.0,-0.12380347669274383
Victor Oladipo,0.042332065105522426,-0.024633881573300192,-0.0021706388485584925,-0.04080449405308189,-0.0897559165900583,-0.04868066943061436,-0.12440384264600847,-0.2301758799314676,-0.015935790159294114,-0.18623481702239944,,0.02215521302786741,0.017389667660443735,-0.1538551146303873,-0.038082086454627094,-0.02788688890748255,-0.181322102211561,-0.12060148973400919,0.1307225620185994,0.11132953094079645,-0.11651155450782959,-0.20260074582754722,-0.06617256270784952,0.015962384011479328,-0.1010570578070345,-0.14893923683088456,-0.13297916860960185,0.147458961856528,0.21881902924490235,,-0.028368331973315668,-0.21991921689059016,-0.024633881573300192,-0.04477399963931145,-0.09813642241440143,0.29840066114725006,-0.12393503116463635,-0.13668884257890918,-0.0369897545868377,-0.12380347669274383,1.0
