Starters,Axel Toupane,Bobby Portis,Brook Lopez,Bryn Forbes,D.J. Augustin,D.J. Wilson,DeAndre' Bembry,DeMarcus Cousins,Donte DiVincenzo,Dragan Bender,Elijah Bryant,Eric Bledsoe,Ersan İlyasova,Frank Mason III,George Hill,Georgios Kalaitzakis,Giannis Antetokounmpo,Grayson Allen,Greg Monroe,Javin DeLaurier,Javonte Smart,Jaylen Adams,Jeff Dowtin,Jeff Teague,Jevon Carter,Jordan Nwora,Jrue Holiday,Justin Jackson,Justin Robinson,Khris Middleton,Kyle Korver,Langston Galloway,Lindell Wigginton,Luca Vildoza,Luke Kornet,Mamadi Diakite,Marvin Williams,P.J. Tucker,Pat Connaughton,Rayjon Tucker,Robin Lopez,Rodions Kurucs,Rodney Hood,Sam Merrill,Sandro Mamukelashvili,Semi Ojeleye,Serge Ibaka,Sterling Brown,Thanasis Antetokounmpo,Torrey Craig,Wesley Matthews
Jordan Nwora,0.23825849340829133,0.14365206891057233,-0.3683226066483178,-0.03740280509204486,-0.058837461745860624,-0.08797152944867268,0.005572824042825985,0.22754447311263193,-0.26026428000743423,-0.048434236352686975,0.29752013331937166,-0.22669974636353266,-0.19161071897424176,-0.056309072443443534,-0.02884735270439758,0.15708685526415786,-0.34029323070097695,0.21019204219466095,0.047059500967321935,,0.11125808906389026,-0.02714245954671372,,0.2343307560333164,0.1887498942436315,1.0,0.029393575256555927,0.27132462826012427,0.21045727905486203,-0.23808166052919377,-0.1991052351726297,0.1146237693412917,0.37030198665953823,-0.007407154554496627,,0.43578491460286417,-0.11845743705919852,-0.09859514489220118,0.08653736204498248,0.22904555326289405,-0.18827369663894034,0.1220687720740039,0.3290193585149337,0.2627754152843085,0.5020205920283967,0.26057377561829187,0.1838562042128442,-0.15206839065238784,0.4379788505275021,-0.0748142875766369,-0.13724858292876377
Jrue Holiday,-0.05391997160940858,0.45774278711938277,-0.11540537871833535,0.20540383549015792,0.004331503092569254,-0.20017586229891243,0.06156219912186902,0.1997553776773314,-0.2378718452896798,-0.11321288717496279,-0.028138591968570135,-0.52990063930725,-0.4478815883620487,-0.13161996854963748,-0.40388254031535237,-0.019618788670490307,-0.08677434369638798,0.2527741699124251,0.11108260287156191,,0.11008111195118762,0.0556095086984249,,0.13335268806401698,0.09901738750674599,0.029393575256555927,1.0,-0.045132883840659846,-0.08822507594399777,-0.008100524573332072,-0.46539968879457344,-0.06344429977045792,-0.011098101502034082,0.060710204115450445,,-0.04804248225708611,-0.2768890245148728,0.23201652603404768,0.19067235865766535,-0.05871350898998896,-0.4400814461156463,0.027310711604497363,0.0529262829600926,0.004046346137803387,-0.04282953476634968,0.004830029092033524,0.1685790013016061,-0.3554531432774791,-0.06814039735615886,-0.03923781222626689,-0.3261050766518495
Justin Jackson,-0.009640983934268618,-0.07589502943115307,-0.05510435478927387,0.014161152604139079,-0.02765677091533195,-0.02377882635446019,-0.005125897813953734,-0.017987673874209555,-0.07661648748164329,-0.009146884637093122,0.9357338492078301,-0.04281261734253532,-0.03618599721332508,-0.010634060293867393,-0.058475339787237186,-0.00830945631224684,-0.11846591641788182,-0.04463900128694216,-0.009664482813204686,,-0.012112719730188428,-0.005125897813953745,,0.4277070902758287,-0.020439560500670584,0.27132462826012427,-0.045132883840659846,1.0,-0.013782226900391844,-0.09197432894266945,-0.0376013488372942,-0.0051258978139537385,-0.014521825459106023,-0.007120478496154939,,0.5368432080764227,-0.022370880451098477,0.011896430944213752,0.038461261522068003,-0.005761176342331968,-0.035555795095341014,-0.00799392409581412,-0.023696238016609823,0.04464014130111827,-0.01923048497415122,-0.015305893748131905,-0.020198241251985917,-0.028718363929952525,-0.017795986584530098,-0.014128800394141921,-0.06070977041616064
Justin Robinson,-0.01866085659789225,-0.0031584844369805538,-0.18311878999114267,-0.08908245562665736,-0.05353178052473532,-0.046025724313212835,-0.009921564509784285,-0.03481650887345255,-0.14829703022813018,-0.017704489883397675,-0.0168013351603219,-0.0828670723088487,-0.07004074578419192,-0.02058303131196465,0.11597104298967027,0.35417391741287857,-0.013681296125394283,0.28036624826932766,-0.018706340462716294,,-0.023445088949072455,-0.00992156450978428,,-0.03927227494425701,-0.03956232164968247,0.21045727905486203,-0.08822507594399777,-0.013782226900391844,1.0,-0.1354881556563243,-0.07278026634252438,-0.00992156450978428,-0.02810809604907361,-0.013782226900391855,,-0.025593615770140337,-0.043300538089550186,-0.051094183973906554,0.1527070618476701,-0.011151194348254238,-0.06882094172357227,-0.015472847193136505,0.19590770108911082,-0.0349484168245284,0.12576545915248924,0.11763662996093234,-0.039095229916647926,-0.05558657442816072,0.21275510107989756,-0.027347366187196832,-0.11750837129808765
Khris Middleton,-0.11613875130197364,-0.05912194473550223,0.12639334391272128,0.07006291572624168,0.07811955754395887,-0.0846230443660309,0.00874104335484399,-0.003344385688287961,0.17195585795384066,0.004635039154059593,-0.0954762434180442,0.10088553874191411,0.022232826288338007,-0.13933229225513355,-0.09549976061454685,-0.05616688433609378,-0.023121679437393062,-0.30461879307348055,-0.00025078083458739326,,-0.06129837109440578,0.01488461904610388,,-0.06167105790930255,-0.14515671331807428,-0.23808166052919377,-0.008100524573332072,-0.09197432894266945,-0.1354881556563243,1.0,0.0005443968271200297,0.014884619046103898,-0.11860953368578069,-0.15000657251651187,,-0.19093266565622985,0.06212690189196568,0.10428372036388535,-0.27521452027285814,-0.12137025864808228,-0.0025270453409962975,0.0417361002767959,-0.04875682227452756,-0.05646284311043285,-0.16177155717573763,-0.20336863251987047,-0.002209987839100135,-0.14564279765129404,-0.2372182525468044,0.029361748546361872,-0.057304737304234535
Kyle Korver,-0.0509114661666265,-0.4468901411494196,0.13805344873023115,-0.24303913391568727,-0.1460480347580708,0.2292002721674029,-0.027068499948546775,-0.09498811076823997,0.09607011030655443,0.14795884431671685,-0.04583822838365831,0.40403578034860066,0.5571320259238115,0.21550049443785893,0.38230730725003276,-0.04388002373910279,-0.05367291903172085,-0.23572666640944434,-0.051035557482208366,,-0.06396404401602174,-0.027068499948546775,,-0.10714455076712988,-0.10793587044490265,-0.1991052351726297,-0.46539968879457344,-0.0376013488372942,-0.07278026634252438,0.0005443968271200297,1.0,-0.027068499948546768,-0.07668588917683093,-0.03760134883729421,,-0.0698257604910974,0.20608391837552897,-0.1393976640382494,-0.16534721812416578,-0.03042323651116569,0.41425946036609174,-0.04221378221532058,-0.12513351627636318,-0.09534798852374793,-0.10155106489175902,-0.08082634480264915,-0.10666152782089981,0.2948783005534423,-0.07562320502984728,-0.07461042857716825,0.2966236936489183
Langston Galloway,-0.006940362013552427,0.13550525784131057,-0.07216814485562299,-0.033131624363645536,-0.019909586364522166,-0.01711792741099245,-0.0036900369003690005,-0.012948986256992857,-0.055154760443001494,-0.006584669273431707,-0.006248767183433149,-0.03081999359512772,-0.026049615080177734,-0.00765525890475226,-0.042095291285193875,-0.005981820458988902,0.02804433028506418,-0.03213477285794418,-0.006957278412111005,,-0.008719717870018847,-0.0036900369003690023,,-0.014606178648824436,-0.014714053071733724,0.1146237693412917,-0.06344429977045792,-0.0051258978139537385,-0.00992156450978428,0.014884619046103898,-0.027068499948546768,1.0,-0.010453987525648101,-0.005125897813953737,,-0.009518799833690477,-0.016104373780839096,-0.019002993335580004,-0.07454336299980628,-0.004147361899190944,-0.0255959444931985,-0.005754674783411361,0.3426240710945075,-0.012998045576865437,0.08396091391128468,-0.011018423459395894,-0.014540331908195966,-0.020673807099953125,0.046375255020530984,-0.010171056213880722,0.11675653784487788
Lindell Wigginton,-0.019662258094466083,0.0950765369155732,-0.1860401133163259,-0.09386290629434456,-0.05640446779128816,-0.04849561249687496,0.09617668523596253,-0.03668487455690623,-0.11749465032543127,-0.018654569670587814,-0.01770294876448442,-0.08731398554626928,-0.07379935714704651,-0.021687582876985294,-0.0884772911171658,-0.01694668052037182,-0.10434690338620678,0.06911516716224632,0.24834830289637236,,-0.02470322771873427,-0.010453987525648103,,-0.04137975134528574,0.2701211515171128,0.37030198665953823,-0.011098101502034082,-0.014521825459106023,-0.02810809604907361,-0.11860953368578069,-0.07668588917683093,-0.010453987525648101,1.0,-0.014521825459106021,,-0.02696705138926674,-0.04562418402819517,-0.05383606198091451,-0.1436048683015868,0.622728972268597,-0.07251409448299023,-0.016303169866384835,-0.015209949079693485,-0.036823861112274696,0.5539120469874828,0.04512560978203227,0.2507563862348296,-0.058569528534783144,0.3665225479700639,-0.02881491368607775,-0.09019359610356448
Luca Vildoza,-0.009640983934268627,0.0769062141311981,0.028415257650372467,-0.04602374596345206,-0.027656770915332005,-0.02377882635446018,-0.005125897813953738,-0.017987673874209544,-0.07661648748164329,-0.009146884637093117,-0.008680276894321241,-0.04281261734253536,-0.03618599721332506,-0.010634060293867384,-0.05847533978723724,-0.008309456312246836,-0.028510025537467152,0.1535946044281316,-0.009664482813204691,,-0.012112719730188421,-0.005125897813953738,,-0.020289710164887505,-0.020439560500670587,-0.007407154554496627,0.060710204115450445,-0.007120478496154939,-0.013782226900391855,-0.15000657251651187,-0.03760134883729421,-0.005125897813953737,-0.014521825459106021,1.0,,-0.01322273911518283,-0.022370880451098495,-0.026397405941302722,0.013214894984505458,-0.00576117634233197,-0.03555579509534097,-0.00799392409581411,-0.023696238016609836,-0.018055823073602047,-0.01923048497415123,-0.015305893748131912,0.09587052537914446,-0.028718363929952518,0.023312364591624363,-0.01412880039414191,-0.004985166749583492
Luke Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mamadi Diakite,0.5349009899131885,-0.05938824897828606,-0.06780828633670924,0.17257590894675706,-0.022398712737075752,-0.03612871289836687,-0.009518799833690476,-0.033403137030200966,-0.07066230429394908,-0.01698577832069395,0.6315178460266985,-0.07950309382497135,-0.06719745042877506,-0.019747465718331,-0.10858879260654172,-0.015430672680941457,-0.1942694241215978,-0.08289469151522354,-0.017946958900470093,,-0.02249333848197104,-0.009518799833690481,,0.5864473280451952,-0.03795629412760775,0.43578491460286417,-0.04804248225708611,0.5368432080764227,-0.025593615770140337,-0.19093266565622985,-0.0698257604910974,-0.009518799833690477,-0.02696705138926674,-0.01322273911518283,,1.0,-0.04154275813648654,-0.0019608008774573494,0.08406252012654067,-0.01069851300194998,-0.06602716416213726,0.027380277726048317,-0.04400394909894149,0.5409932283142993,-0.035711039083813845,-0.028423067363456615,-0.037508163925325376,-0.05333004435947613,0.3029908931605437,-0.01379882541897227,-0.11273813359439551
Marvin Williams,-0.030289719874998604,-0.2658767898377234,0.17166661849161727,-0.14459586099671395,-0.08689111499239976,0.08111259809743841,-0.0161043737808391,-0.05651307030146716,0.1629707558184213,-0.028737375279891068,-0.02727140272808254,0.26452833162624956,0.08779465729490311,0.15248612600119216,0.17608446557203708,-0.02610637106414693,-0.11008243269909272,-0.14024531662947462,-0.03036354786446554,,-0.038055336473248595,-0.0161043737808391,,-0.06374553068747286,-0.0642163254450403,-0.11845743705919852,-0.2768890245148728,-0.022370880451098477,-0.043300538089550186,0.06212690189196568,0.20608391837552897,-0.016104373780839096,-0.04562418402819517,-0.022370880451098495,,-0.04154275813648654,1.0,-0.08293448436799394,-0.0762500486590457,-0.01810027054805404,0.09312878314400211,-0.025115042532490164,-0.07444804560488605,-0.056727179169750466,-0.06041769251963792,-0.048087543473598594,-0.06345815672565032,0.0837954384964813,-0.08636150286039007,-0.044389391064864635,0.18645536400076046
P.J. Tucker,0.1177590147163921,0.008618080338215522,0.21413080701620457,0.29830344818739535,-0.10253061072677468,-0.08815409419821855,-0.01900299333558,-0.06668483437646522,-0.1616511749754646,-0.03390980353272571,0.06507505285004474,-0.15871714801341508,-0.1341505993377844,-0.03942313800021878,-0.21678280227274793,-0.030805245959853417,0.014296855877691033,-0.1654880129786302,-0.035828670246061504,,-0.04490490069504076,-0.01900299333558001,,0.1975754036582368,-0.0757745952170737,-0.09859514489220118,0.23201652603404768,0.011896430944213752,-0.051094183973906554,0.10428372036388535,-0.1393976640382494,-0.019002993335580004,-0.05383606198091451,-0.026397405941302722,,-0.0019608008774573494,-0.08293448436799394,1.0,0.027152193597745677,-0.021358130733782826,-0.13181428147059626,-0.008139880873499167,-0.08784791844311586,0.0015001591399369833,-0.07129224792756764,-0.05674280047079206,-0.07487996402446223,-0.10646620322473979,-0.09899398563166982,-0.0523790191444581,-0.22506639899889816
Pat Connaughton,0.005973603910113984,0.16909813672911045,-0.12505367997937003,-0.021451931800130775,-0.14300955680795027,-0.05958000637926594,-0.07454336299980628,0.049016991403780956,-0.1538011246917846,-0.06519371143224349,0.06612200395614957,-0.13750012596155925,-0.13003325849093916,-0.00337322656579189,-0.013213886910756558,0.10127564543684767,-0.1480773012927123,0.2215235448231489,0.02364737680620855,,0.20742855049788936,-0.006389431114269141,,0.0998090149123162,-0.01339949347428934,0.08653736204498248,0.19067235865766535,0.038461261522068003,0.1527070618476701,-0.27521452027285814,-0.16534721812416578,-0.07454336299980628,-0.1436048683015868,0.013214894984505458,,0.08406252012654067,-0.0762500486590457,0.027152193597745677,1.0,-0.067260203402119,-0.1213754758952582,0.10695150131971476,0.1776566521896208,0.033254405528785023,-0.08401885624785435,0.11778273657989423,-0.10303306952382275,-0.07670879523587389,0.05894976759948676,-0.11780168962819103,-0.10881610867531123
Rayjon Tucker,-0.007800516298013461,-0.0643156131002506,-0.06284861050007572,-0.03723779470344838,-0.022377082437471982,-0.019239439023053397,-0.0041473618991909435,-0.014553819835793222,-0.061990369797503546,-0.007400740751582483,-0.007023208610974531,-0.03463967180299999,-0.029278076070544258,-0.008604013988813178,-0.03965045138197067,-0.0067231778243005075,-0.11297620290570269,-0.026405156763688917,-0.007819529231690726,,-0.009800396755434667,-0.004147361899190945,,-0.01641639649046681,0.07166310813148723,0.22904555326289405,-0.05871350898998896,-0.005761176342331968,-0.011151194348254238,-0.12137025864808228,-0.03042323651116569,-0.004147361899190944,0.622728972268597,-0.00576117634233197,,-0.01069851300194998,-0.01810027054805404,-0.021358130733782826,-0.067260203402119,1.0,-0.028768179785487277,-0.006467880832456851,-0.019172616831478372,-0.014608959326138003,0.6633952901130017,-0.012383992593700203,-0.01634238902912107,-0.023236016926821142,0.46421369456295186,-0.011431606825330096,-0.027902954897467316
Robin Lopez,-0.04814182775349129,-0.42257883773246513,0.039079113766084986,-0.22981754412715213,-0.13810286488405848,0.31348396608293183,-0.025595944493198495,-0.08982065557231556,0.1715753134890979,0.17546814660462628,-0.04334457955205839,0.47475008129804425,0.5884681529555945,0.22157148067554305,0.34157970185055414,-0.04149290334230751,-0.04886403302883934,-0.2229028827032131,-0.048259168368292894,,-0.06048433135588279,-0.025595944493198505,,-0.10131577218527701,-0.10206404322309388,-0.18827369663894034,-0.4400814461156463,-0.035555795095341014,-0.06882094172357227,-0.0025270453409962975,0.41425946036609174,-0.0255959444931985,-0.07251409448299023,-0.03555579509534097,,-0.06602716416213726,0.09312878314400211,-0.13181428147059626,-0.1213754758952582,-0.028768179785487277,1.0,-0.039917307146136324,-0.11832611865957872,-0.09016095559159355,-0.09602657794615657,-0.07642930487796759,-0.1008590262058489,0.4063897144892951,-0.050480864631932194,-0.07055154116796465,0.33410860823852
Rodions Kurucs,-0.010823611618393911,0.08307252433667302,0.055553217186531605,0.17693432362239245,-0.031049335736617903,-0.0266956965136185,-0.0057546747834113544,-0.02019416246932527,0.042397110695582434,-0.01026890279095361,-0.009745057816173927,-0.048064299830997644,-0.04062481407827668,-0.011938505377888703,-0.06564831675125966,-0.009328749896998396,-0.16270082273211134,-0.05011472026682732,-0.01084999302726315,,-0.01359854708771096,-0.005754674783411367,,0.10356661928917921,-0.02294681393706797,0.1220687720740039,0.027310711604497363,-0.00799392409581412,-0.015472847193136505,0.0417361002767959,-0.04221378221532058,-0.005754674783411361,-0.016303169866384835,-0.00799392409581411,,0.027380277726048317,-0.025115042532490164,-0.008139880873499167,0.10695150131971476,-0.006467880832456851,-0.039917307146136324,1.0,-0.026602977336904216,0.19871008425045036,-0.021589425105640204,-0.017183417225012824,-0.022675892852496778,-0.03224115086310218,0.055016376024425453,-0.015861933713677976,-0.0681568376118482
Rodney Hood,-0.03208422722491285,0.20829528980463938,-0.33362224527003653,-0.15316240886828958,-0.09203895872088584,-0.07913354830791164,-0.01705847362840273,0.19995307447193175,-0.20207408785020237,-0.03043991433835153,-0.028887090586536775,-0.14247609499987737,-0.12042336807819388,-0.035389085711379456,0.032570760452311526,0.12904750550960378,-0.1392780481876875,0.281244601228663,0.028117885937420133,,0.23934957599490683,-0.017058473628402734,,-0.06752211970232463,-0.06802080658488491,0.3290193585149337,0.0529262829600926,-0.023696238016609823,0.19590770108911082,-0.04875682227452756,-0.12513351627636318,0.3426240710945075,-0.015209949079693485,-0.023696238016609836,,-0.04400394909894149,-0.07444804560488605,-0.08784791844311586,0.1776566521896208,-0.019172616831478372,-0.11832611865957872,-0.026602977336904216,1.0,-0.0600879675950024,0.16382310336738545,0.20720264037066707,-0.0672177203375338,-0.09557183376078678,0.046694155044087624,-0.04701923012751875,-0.008923121226558863
Sam Merrill,0.6047743832166873,0.04715394334941676,-0.010942821050788004,0.3082611250039082,0.11223972163019466,0.02000193944007454,-0.01299804557686544,-0.04561242017004384,0.11427545940839959,-0.023194302288980357,0.054418925259668516,-0.10856251366703418,-0.09175899678349891,-0.02696542252374885,-0.14827941548271792,-0.021070785213770826,-0.19402038649712433,-0.11319378463884947,-0.02450680693261298,,-0.030714947669108414,-0.012998045576865453,,0.23842070730548653,-0.05182981569308604,0.2627754152843085,0.004046346137803387,0.04464014130111827,-0.0349484168245284,-0.05646284311043285,-0.09534798852374793,-0.012998045576865437,-0.036823861112274696,-0.018055823073602047,,0.5409932283142993,-0.056727179169750466,0.0015001591399369833,0.033254405528785023,-0.014608959326138003,-0.09016095559159355,0.19871008425045036,-0.0600879675950024,1.0,-0.048763890586894836,-0.038812069954126824,-0.05121788804512561,-0.07282287255871159,0.4038580785592982,-0.012789394414235856,-0.15394539483057557
Sandro Mamukelashvili,-0.026037687886299014,0.038268854383141565,-0.24739232594343188,-0.12429767966889443,-0.07469345182462603,-0.0642201732874171,-0.013843662465029804,0.22443082205026388,-0.1873503914436226,-0.024703259432480466,-0.023443078225410936,-0.115625290484944,-0.09772858327727528,-0.02871971831750691,0.015137452799057708,0.21538099537317423,-0.20357503543506894,0.07780503233302392,0.025121887997486367,,0.20772250807081216,-0.013843662465029804,,-0.0547970149290459,0.20262934437059404,0.5020205920283967,-0.04282953476634968,-0.01923048497415122,0.12576545915248924,-0.16177155717573763,-0.10155106489175902,0.08396091391128468,0.5539120469874828,-0.01923048497415123,,-0.035711039083813845,-0.06041769251963792,-0.07129224792756764,-0.08401885624785435,0.6633952901130017,-0.09602657794615657,-0.021589425105640204,0.16382310336738545,-0.048763890586894836,1.0,0.13798803791129177,0.14832366649618936,-0.07756052719425857,0.45153923747476477,-0.03815806533634616,-0.06916704707589087
Semi Ojeleye,-0.020723870706869874,0.1642443445272101,-0.21549355786083288,-0.09893079039393302,-0.05944988068920991,-0.05111400727257059,-0.011018423459395892,0.18418347321087347,-0.1105100400589941,-0.0196617747609754,-0.01865877355301184,-0.09202827766113324,-0.07778396196497671,-0.022858547646349193,0.07828896113773269,-0.017861672567183986,-0.07714835949734004,0.300917590116449,0.1334339021866053,,0.05412221500733783,-0.011018423459395894,,-0.043613943660086654,-0.04393605590561293,0.26057377561829187,0.004830029092033524,-0.015305893748131905,0.11763662996093234,-0.20336863251987047,-0.08082634480264915,-0.011018423459395894,0.04512560978203227,-0.015305893748131912,,-0.028423067363456615,-0.048087543473598594,-0.05674280047079206,0.11778273657989423,-0.012383992593700203,-0.07642930487796759,-0.017183417225012824,0.20720264037066707,-0.038812069954126824,0.13798803791129177,1.0,-0.04341732576946531,-0.061731838270335335,0.027051193024791437,-0.03037070019073543,-0.03943590133435923
Serge Ibaka,-0.02734801032206372,0.15610417803075208,-0.15969319769122095,-0.13055284483927618,-0.07845233034555715,-0.06745199380291993,0.04116347483869562,-0.05102457323191429,-0.21733346977589374,-0.02594642799691849,-0.024622829342187572,-0.12144402573232196,-0.10264668337290997,-0.030165011441251326,-0.07068329887347216,-0.023570944474901608,-0.015282575375252624,0.2393824230463022,0.007593734385572485,,-0.034359437425469326,-0.014540331908195966,,-0.057554623760828726,0.5943931983188042,0.1838562042128442,0.1685790013016061,-0.020198241251985917,-0.039095229916647926,-0.002209987839100135,-0.10666152782089981,-0.014540331908195966,0.2507563862348296,0.09587052537914446,,-0.037508163925325376,-0.06345815672565032,-0.07487996402446223,-0.10303306952382275,-0.01634238902912107,-0.1008590262058489,-0.022675892852496778,-0.0672177203375338,-0.05121788804512561,0.14832366649618936,-0.04341732576946531,1.0,-0.08146368861766022,0.06520496530597832,-0.040078334499027826,-0.00894631681001681
Sterling Brown,-0.038884084182918804,-0.3413163119698451,0.11385164582684006,-0.18562329578157336,-0.11154548289173669,0.3676901915722111,-0.020673807099953114,-0.07254801272861088,0.16919029957614337,-0.01948047317177338,-0.03500935379532269,0.376666746276404,0.4238386937783733,0.4862216567318736,0.18594786970833388,-0.03351375761671188,-0.1119580638457444,-0.18003833381707174,-0.03897886002664844,,-0.048853106372122396,-0.020673807099953107,,-0.08183260168023086,-0.08243697910800733,-0.15206839065238784,-0.3554531432774791,-0.028718363929952525,-0.05558657442816072,-0.14564279765129404,0.2948783005534423,-0.020673807099953125,-0.058569528534783144,-0.028718363929952518,,-0.05333004435947613,0.0837954384964813,-0.10646620322473979,-0.07670879523587389,-0.023236016926821142,0.4063897144892951,-0.03224115086310218,-0.09557183376078678,-0.07282287255871159,-0.07756052719425857,-0.061731838270335335,-0.08146368861766022,1.0,0.040887046316727224,-0.05698437707967693,0.16239662675777888
Thanasis Antetokounmpo,0.277639713553989,0.0005802143143343026,-0.13807990558268507,0.10860563144576857,0.08008501588212098,0.13371962123362974,0.10186236366679674,0.012699546888724324,-0.08734299217191456,-0.011181978668933792,-0.025870463691542025,-0.18192917315426432,-0.11340391752452073,0.10920548841858953,-0.0774651774405261,0.054564452239997556,-0.34122119643007054,0.038793182890879505,0.017692520052361948,,0.1222756295460231,0.009383849256353787,,0.10561773117912267,0.20786671333082457,0.4379788505275021,-0.06814039735615886,-0.017795986584530098,0.21275510107989756,-0.2372182525468044,-0.07562320502984728,0.046375255020530984,0.3665225479700639,0.023312364591624363,,0.3029908931605437,-0.08636150286039007,-0.09899398563166982,0.05894976759948676,0.46421369456295186,-0.050480864631932194,0.055016376024425453,0.046694155044087624,0.4038580785592982,0.45153923747476477,0.027051193024791437,0.06520496530597832,0.040887046316727224,1.0,-0.03531166373235009,-0.1727241109418527
Torrey Craig,-0.019130110102006066,0.08955560803438312,0.09619643665416963,0.33660558736991203,0.4551025551530221,-0.011533648116660362,-0.010171056213880729,-0.03569201899294632,0.1401318104612504,-0.01814969420039939,-0.017223828380631124,-0.0849508814765893,-0.07180201891855,-0.021100620604704558,-0.11602961855437668,-0.016488028112573556,0.043759463416196145,-0.08857488149393698,-0.019176737722629157,,-0.02403464870941349,0.35869924914286044,,-0.04025983157304522,-0.04055717191111622,-0.0748142875766369,-0.03923781222626689,-0.014128800394141921,-0.027347366187196832,0.029361748546361872,-0.07461042857716825,-0.010171056213880722,-0.02881491368607775,-0.01412880039414191,,-0.01379882541897227,-0.044389391064864635,-0.0523790191444581,-0.11780168962819103,-0.011431606825330096,-0.07055154116796465,-0.015861933713677976,-0.04701923012751875,-0.012789394414235856,-0.03815806533634616,-0.03037070019073543,-0.040078334499027826,-0.05698437707967693,-0.03531166373235009,1.0,-0.12046328468617733
Wesley Matthews,-0.08219980181829131,-0.3376862218973818,0.021820745499331527,-0.39240214722110117,-0.23580384571469898,0.08943870892218203,-0.016960423392203328,0.1360995738179002,-0.0323696182356573,0.21293432936693782,-0.07400873658806982,0.4287412389141265,0.2826266439932624,-0.02086794994316236,0.26290918389810203,-0.07084709058134693,0.09515129589912175,-0.10128890489602571,-0.0319775630197733,,-0.05027109000583264,-0.04370381563961957,,-0.17299169523311178,0.021236420188401276,-0.13724858292876377,-0.3261050766518495,-0.06070977041616064,-0.11750837129808765,-0.057304737304234535,0.2966236936489183,0.11675653784487788,-0.09019359610356448,-0.004985166749583492,,-0.11273813359439551,0.18645536400076046,-0.22506639899889816,-0.10881610867531123,-0.027902954897467316,0.33410860823852,-0.0681568376118482,-0.008923121226558863,-0.15394539483057557,-0.06916704707589087,-0.03943590133435923,-0.00894631681001681,0.16239662675777888,-0.1727241109418527,-0.12046328468617733,1.0
